,OBJECTID,equipamien,x,y,identifica,codvia,numportal,telefono,geo_shape,geo_point_2d,grupo,geo_shape_2d,icono
115,22008,DIRECCIÓN GENERAL DE SERVICIOS SOCIALES,723309.73,4372416.28,3494,17160,77,963176708.0,"{""coordinates"": [-0.40394103986215674, 39.472377875576385], ""type"": ""Point""}","39.472377875576385, -0.40394103986215674","['mayores', 'toda_poblacion']","[39.472377875576385, -0.40394103986215674]",user-injured
116,22009,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES NAZARET,729464.414,4369947.987,3454,6180,4,962087420.0,"{""coordinates"": [-0.33331075406782296, 39.448542301049855], ""type"": ""Point""}","39.448542301049855, -0.33331075406782296",mayores,"[39.448542301049855, -0.33331075406782296]",user-injured
117,22011,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES VIVEROS,726217.73558746,4373497.06611733,3467,81129,17,963620333.0,"{""coordinates"": [-0.3698009459660181, 39.48134672587371], ""type"": ""Point""}","39.48134672587371, -0.3698009459660181",mayores,"[39.48134672587371, -0.3698009459660181]",user-injured
118,22022,RESIDENCIA SANTA TERESA DE JORNET,725829.376,4373541.771,6792,43680,1,963479250.0,"{""coordinates"": [-0.374296752380937, 39.48185113674573], ""type"": ""Point""}","39.48185113674573, -0.374296752380937",mayores,"[39.48185113674573, -0.374296752380937]",user-injured
120,23546,CENTRO GERIÁTRICO JARDINES DEL PARTERRE,726169.739,4372557.784,3420,2460,1,963942044.0,"{""coordinates"": [-0.3706769793170832, 39.47290476471461], ""type"": ""Point""}","39.47290476471461, -0.3706769793170832",mayores,"[39.47290476471461, -0.3706769793170832]",user-injured
121,23600,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES LA LLUM,722399.65913611,4371933.10812941,3450,81128,,963798754.0,"{""coordinates"": [-0.4146718762910908, 39.468264241113985], ""type"": ""Point""}","39.468264241113985, -0.4146718762910908",mayores,"[39.468264241113985, -0.4146718762910908]",user-injured
122,23607,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES  ARNICHES,722687.95135281,4371923.27872767,3423,22680,2,963831939.0,"{""coordinates"": [-0.4113270520553769, 39.46810123210774], ""type"": ""Point""}","39.46810123210774, -0.4113270520553769",mayores,"[39.46810123210774, -0.4113270520553769]",user-injured
123,23627,FUNDACIÓN AGM. AMICS DE LA GENT MAJOR,724688.067,4372239.933,9387,28080,22,963841851.0,"{""coordinates"": [-0.38799228802776575, 39.47043178791811], ""type"": ""Point""}","39.47043178791811, -0.38799228802776575",mayores,"[39.47043178791811, -0.38799228802776575]",user-injured
124,23659,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES MASSARROJOS,723085.8097307,4379870.05270181,3453,22260,10,961822739.0,"{""coordinates"": [-0.4040447442237506, 39.53952964270949], ""type"": ""Point""}","39.53952964270949, -0.4040447442237506",mayores,"[39.53952964270949, -0.4040447442237506]",user-injured
125,23661,RESIDENCIA BALLESOL II,725615.32,4373061.4,6780,71070,S/N,963910781.0,"{""coordinates"": [-0.3769456855578158, 39.47758341212847], ""type"": ""Point""}","39.47758341212847, -0.3769456855578158",mayores,"[39.47758341212847, -0.3769456855578158]",user-injured
126,23667,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES NOU MOLES,723746.77422172,4372226.78953841,3455,12480,10,962084691.0,"{""coordinates"": [-0.3989286675685436, 39.470558674668716], ""type"": ""Point""}","39.470558674668716, -0.3989286675685436",mayores,"[39.470558674668716, -0.3989286675685436]",user-injured
127,23668,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES TENDETES,724752.79425874,4373743.35372489,3861,29460,12,963385446.0,"{""coordinates"": [-0.3867339045807674, 39.48394751839855], ""type"": ""Point""}","39.48394751839855, -0.3867339045807674",mayores,"[39.48394751839855, -0.3867339045807674]",user-injured
128,23675,RESIDENCIA Y CENTRO DE DÍA PARA MAYORES DEPENDIENTES SARQUAVITAE,727730.215,4371553.059,9668,81532,11,963375170.0,"{""coordinates"": [-0.35289677517120027, 39.46344977656327], ""type"": ""Point""}","39.46344977656327, -0.35289677517120027",mayores,"[39.46344977656327, -0.35289677517120027]",user-injured
129,23689,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES RUZAFA,725855.91929912,4371040.28254404,3658,21930,63,963812337.0,"{""coordinates"": [-0.37483530781972724, 39.45932790838267], ""type"": ""Point""}","39.45932790838267, -0.37483530781972724",mayores,"[39.45932790838267, -0.37483530781972724]",user-injured
130,23691,ANDE.COMUNIDAD VALENCIANA,725820.024,4374869.601,10138,1950,9,607645768.0,"{""coordinates"": [-0.37395553406185794, 39.493805544199674], ""type"": ""Point""}","39.493805544199674, -0.37395553406185794",mayores,"[39.493805544199674, -0.37395553406185794]",user-injured
131,23728,VITALHOGAR,727016.583,4371420.804,10006,38670,87,963163866.0,"{""coordinates"": [-0.36122865691191364, 39.4624478015321], ""type"": ""Point""}","39.4624478015321, -0.36122865691191364",mayores,"[39.4624478015321, -0.36122865691191364]",user-injured
132,23806,CLUB DE JUBILADOS Y PENSIONISTAS SAN ISIDRO,723083.156,4370289.997,3510,67860,4,963777132.0,"{""coordinates"": [-0.4072832266186531, 39.45329709299124], ""type"": ""Point""}","39.45329709299124, -0.4072832266186531",mayores,"[39.45329709299124, -0.4072832266186531]",user-injured
133,23809,CENTRE GESTOR D'AJUDA FAMILIAR S.L. (GRANS I XIQUETS),727085.211,4370931.685,9563,59610,103,963236336.0,"{""coordinates"": [-0.3605981433970007, 39.45802711442028], ""type"": ""Point""}","39.45802711442028, -0.3605981433970007",mayores,"[39.45802711442028, -0.3605981433970007]",user-injured
134,23811,CENTRO DE AYUDA SOCIAL EL SALVADOR,729365.68,4372534.163,9568,29850,3,963714667.0,"{""coordinates"": [-0.3335683397009087, 39.471846422449765], ""type"": ""Point""}","39.471846422449765, -0.3335683397009087",mayores,"[39.471846422449765, -0.3335683397009087]",user-injured
135,23877,ASOCIACIÓN GRUPO MAYORES DE TELEFÓNICA-AGMT,729258.309,4371313.953,1405,25680,269,963675941.0,"{""coordinates"": [-0.3352345141795448, 39.4608920818864], ""type"": ""Point""}","39.4608920818864, -0.3352345141795448",mayores,"[39.4608920818864, -0.3352345141795448]",user-injured
136,23888,CLUB DE JUBILADOS Y PENSIONISTAS BOTÁNICO-PALLETER,724688.067,4372239.933,3475,28080,22,963852021.0,"{""coordinates"": [-0.38799228802776575, 39.47043178791811], ""type"": ""Point""}","39.47043178791811, -0.38799228802776575",mayores,"[39.47043178791811, -0.38799228802776575]",user-injured
137,23956,RESIDENCIA DE TERCERA EDAD Y CENTRO DE DÍA PALACIO DE RAGA,725420.22,4373081.8,6786,8100,S/N,963917469.0,"{""coordinates"": [-0.37920476832692707, 39.47781813309254], ""type"": ""Point""}","39.47781813309254, -0.37920476832692707",mayores,"[39.47781813309254, -0.37920476832692707]",user-injured
138,23958,CENTRO DE TERCERA EDAD JORGE JUAN,726323.912,4372090.576,3419,38580,24,963510772.0,"{""coordinates"": [-0.3690449217710628, 39.46865884940565], ""type"": ""Point""}","39.46865884940565, -0.3690449217710628",mayores,"[39.46865884940565, -0.3690449217710628]",user-injured
139,24009,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES BORBOTÓ,724281.47,4377238.82,3427,50430,2,963904648.0,"{""coordinates"": [-0.3910319895281317, 39.51553400477906], ""type"": ""Point""}","39.51553400477906, -0.3910319895281317",mayores,"[39.51553400477906, -0.3910319895281317]",user-injured
140,21883,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES CANYAMELAR - CABANYAL,729880.17,4371903.17,7844,24360,48,963365800.0,"{""coordinates"": [-0.3278107140220196, 39.466029699435055], ""type"": ""Point""}","39.466029699435055, -0.3278107140220196",mayores,"[39.466029699435055, -0.3278107140220196]",hands-bowl
141,24098,RESIDENCIA PARA PERSONAS MAYORES DEPENDIENTES ALBALAR,724752.337,4372202.223,9664,5550,32,961577303.0,"{""coordinates"": [-0.38725857901749755, 39.47007557221741], ""type"": ""Point""}","39.47007557221741, -0.38725857901749755",mayores,"[39.47007557221741, -0.38725857901749755]",hands-bowl
142,24110,ASOCIACIÓN CENTRO DE TIEMPO LIBRE DE TERCERA EDAD DE SAN MARCELINO,724460.923,4369467.251,1409,63870,9,963284006.0,"{""coordinates"": [-0.3915625801114494, 39.44553334973588], ""type"": ""Point""}","39.44553334973588, -0.3915625801114494",mayores,"[39.44553334973588, -0.3915625801114494]",hands-bowl
143,24111,ASOCIACIÓN DE JUBILADOS Y PENSIONISTAS DE LA COMUNIDAD VALENCIANA SAN VICENTE,723889.891,4371555.621,1412,80340,2,963540036.0,"{""coordinates"": [-0.3974917445720669, 39.46448006157036], ""type"": ""Point""}","39.46448006157036, -0.3974917445720669",mayores,"[39.46448006157036, -0.3974917445720669]",hands-bowl
144,24166,RESIDENCIA DE MATRIMONIOS SAN JOAQUÍN Y SANTA ANA,725780.939,4373610.731,6783,66330,6,963478250.0,"{""coordinates"": [-0.37483601993869026, 39.482484566311015], ""type"": ""Point""}","39.482484566311015, -0.37483601993869026",mayores,"[39.482484566311015, -0.37483601993869026]",person-cane
145,24243,FOMCOVA. FEDERACIÓN DE ORGANIZACIONES DE MAYORES DE LA COMUNIDAD VALENCIANA,725878.241,4372782.775,9619,7650,22,963910758.0,"{""coordinates"": [-0.3739862426004726, 39.47500648909082], ""type"": ""Point""}","39.47500648909082, -0.3739862426004726",mayores,"[39.47500648909082, -0.3739862426004726]",person-cane
146,24383,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES CRUZ CUBIERTA,724746.72590646,4369688.88767314,3430,73020,17 y 19,963788426.0,"{""coordinates"": [-0.388169949937851, 39.447453853728824], ""type"": ""Point""}","39.447453853728824, -0.388169949937851",mayores,"[39.447453853728824, -0.388169949937851]",person-cane
147,24384,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES EL PERELLONET,733003.30732019,4354412.59042811,3435,32880,33,961776450.0,"{""coordinates"": [-0.297627414443612, 39.30776284701303], ""type"": ""Point""}","39.30776284701303, -0.297627414443612",mayores,"[39.30776284701303, -0.297627414443612]",person-cane
148,24389,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES EL SALER,729795.624,4362607.828,3436,42390,11,961830343.0,"{""coordinates"": [-0.33198691163908767, 39.38238588237754], ""type"": ""Point""}","39.38238588237754, -0.33198691163908767",mayores,"[39.38238588237754, -0.33198691163908767]",person-cane
149,24392,TESSA.SERVICIOS DE ATENCIÓN DOMICILIARIA,725388.057,4372172.52,10005,8790,48,963523912.0,"{""coordinates"": [-0.3798856164450737, 39.46964198646017], ""type"": ""Point""}","39.46964198646017, -0.3798856164450737",mayores,"[39.46964198646017, -0.3798856164450737]",person-cane
150,24432,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES EL CALVARI,724221.0636775,4374063.11324254,3432,33030,19,963497701.0,"{""coordinates"": [-0.3928029312344685, 39.48696449698475], ""type"": ""Point""}","39.48696449698475, -0.3928029312344685",mayores,"[39.48696449698475, -0.3928029312344685]",person-cane
151,24438,CENTRO DE DÍA PARA PERSONAS MAYORES DEPENDIENTES GERISER LOS CENTELLES,725822.509,4370940.323,9578,42270,54,963415312.0,"{""coordinates"": [-0.37525707595999214, 39.45843691840317], ""type"": ""Point""}","39.45843691840317, -0.37525707595999214",mayores,"[39.45843691840317, -0.37525707595999214]",person-cane
0,21852,"MOVIMIENTO POR LA PAZ, EL DESARME Y LA LIBERTAD - MPDL",725485.426,4373761.124,5387,41430,28,963821531.0,"{""coordinates"": [-0.37821772242364043, 39.483915772808515], ""type"": ""Point""}","39.483915772808515, -0.37821772242364043",migrantes,"[39.483915772808515, -0.37821772242364043]",pills
1,21958,ASOCIACIÓN PROMIS. PROFESIONALES DEL MUNDO POR LA INTEGRACIÓN SOCIAL,725388.057,4372172.52,9522,8790,48,670956662.0,"{""coordinates"": [-0.3798856164450737, 39.46964198646017], ""type"": ""Point""}","39.46964198646017, -0.3798856164450737",migrantes,"[39.46964198646017, -0.3798856164450737]",pills
2,22043,SERVICIO JESUITA A MIGRANTES ESPAÑA- DELEGACIÓN VALENCIA,724565.125,4372923.958,10076,30000,78,963152220.0,"{""coordinates"": [-0.38918981690450055, 39.47662094971592], ""type"": ""Point""}","39.47662094971592, -0.38918981690450055",migrantes,"[39.47662094971592, -0.38918981690450055]",pills
3,23403,ASOCIACIÓN INMIGRANTES ARGENTINOS EN VALENCIA,727138.586,4373879.236,1957,63960,39,632473029.0,"{""coordinates"": [-0.3589748070136611, 39.48454405043255], ""type"": ""Point""}","39.48454405043255, -0.3589748070136611",migrantes,"[39.48454405043255, -0.3589748070136611]",pills
4,23443,ASOCIACIÓN CULTURAL RUSA ESTRELLA DEL NORTE,724864.511,4372694.969,9494,10320,18,640524320.0,"{""coordinates"": [-0.39838890818936634, 39.48288351805523], ""type"": ""Point""}","39.48288351805523, -0.39838890818936634",migrantes,"[39.48288351805523, -0.39838890818936634]",pills
5,23444,ASOCIACIÓN DE PARAGUAYOS/AS GUARANI DE VALENCIA,725538.794,4373182.864,9511,69780,6,637023755.0,"{""coordinates"": [-0.3777934044410647, 39.478696777934076], ""type"": ""Point""}","39.478696777934076, -0.3777934044410647",migrantes,"[39.478696777934076, -0.3777934044410647]",pills
6,23522,PROYECTO MARE - FUNDACIÓN ESYCU,729536.42,4370204.62,9605,81444,5,963390533.0,"{""coordinates"": [-0.332386591475977, 39.450833038509124], ""type"": ""Point""}","39.450833038509124, -0.332386591475977","['migrantes', 'mujer']","[39.450833038509124, -0.332386591475977]",pills
7,23615,ASOCIACION ABAY PARA EL DESARROLLO EN ETIOPIA,726470.811,4374613.73,10128,25980,36,619955477.0,"{""coordinates"": [-0.3664820218600549, 39.491331316825864], ""type"": ""Point""}","39.491331316825864, -0.3664820218600549",migrantes,"[39.491331316825864, -0.3664820218600549]",pills
8,23692,ASOCIACIÓN INTERCULTURAL CANDOMBE,723697.811,4372411.465,10135,12180,38,963843339.0,"{""coordinates"": [-0.39943539155952734, 39.47223372488175], ""type"": ""Point""}","39.47223372488175, -0.39943539155952734",migrantes,"[39.47223372488175, -0.39943539155952734]",pills
9,23765,AHSCV. ASOCIACIÓN HISPANO SIRIA DE LA COMUNIDAD VALENCIANA,727896.339,4373143.004,9466,76560,13,629320019.0,"{""coordinates"": [-0.33703072982952903, 39.47277895377975], ""type"": ""Point""}","39.47277895377975, -0.33703072982952903",migrantes,"[39.47277895377975, -0.33703072982952903]",pills
10,23805,FAMILIAS ALTERNATIVAS DE TRANSICIÓN DE L'HORTA NORD,725256.0,4372616.098,9801,58140,19,605304457.0,"{""coordinates"": [-0.3812694815424072, 39.47366928540907], ""type"": ""Point""}","39.47366928540907, -0.3812694815424072","['migrantes', 'mujer']","[39.47366928540907, -0.3812694815424072]",pills
11,23840,DEPARTAMENTO DE ATENCIÓN AL INMIGRANTE DEL SINDICATO CSI-CSIF,723310.49,4370137.81,3706,23430,49,963170805.0,"{""coordinates"": [-0.4046580004180379, 39.451833000243894], ""type"": ""Point""}","39.451833000243894, -0.4046580004180379",migrantes,"[39.451833000243894, -0.4046580004180379]",pills
12,23875,AN-NUR. ASOCIACIÓN DE MUJERES MUSULMANAS,726126.473,4374763.321,10192,6870,19,963630330.0,"{""coordinates"": [-0.370431443321535, 39.49276839235483], ""type"": ""Point""}","39.49276839235483, -0.370431443321535","['migrantes', 'mujer']","[39.49276839235483, -0.370431443321535]",pills
13,23876,PROYSO-PROMOCIÓN Y SOLIDARIDAD CON LOS EMPOBRECIDOS DEL TERCER MUNDO,725319.52,4372684.35,5395,25620,S/N,963915186.0,"{""coordinates"": [-0.3805086960831497, 39.474266989320284], ""type"": ""Point""}","39.474266989320284, -0.3805086960831497",migrantes,"[39.474266989320284, -0.3805086960831497]",pills
14,23987,ASOCIACIÓN DE LOS SIERRA LEONESES EN LA COMUNIDAD VALENCIANA,724534.205,4371759.471,9718,31200,2,677357957.0,"{""coordinates"": [-0.3899408879398741, 39.46614717393969], ""type"": ""Point""}","39.46614717393969, -0.3899408879398741",migrantes,"[39.46614717393969, -0.3899408879398741]",pills
15,23991,ASOCIACIÓN CÍVICA CENTRO DE CULTURA POLACA EN VALENCIA,725501.833,4371684.062,9728,8040,38,664493679.0,"{""coordinates"": [-0.3787293594169366, 39.465215489286756], ""type"": ""Point""}","39.465215489286756, -0.3787293594169366",migrantes,"[39.465215489286756, -0.3787293594169366]",pills
16,24016,UNIÓN DE COMUNIDADES ISLÁMICAS DE VALENCIA,729157.49,4371153.33,3411,47670,47,963309303.0,"{""coordinates"": [-0.33646035503769534, 39.459473149554825], ""type"": ""Point""}","39.459473149554825, -0.33646035503769534",migrantes,"[39.459473149554825, -0.33646035503769534]",pills
17,24020,ACOLVAL. ASOCIACIÓN DE COLOMBIANOS EN VALENCIA,726663.119,4370772.478,9462,80060,8,657188671.0,"{""coordinates"": [-0.36555329034365336, 39.45670527872338], ""type"": ""Point""}","39.45670527872338, -0.36555329034365336",migrantes,"[39.45670527872338, -0.36555329034365336]",pills
18,24075,ACV. ASOCIACIÓN DE CAMERUNESES EN VALENCIA,724106.02,4374542.25,9704,4620,8,632803208.0,"{""coordinates"": [-0.39397821897276647, 39.49130727665864], ""type"": ""Point""}","39.49130727665864, -0.39397821897276647",migrantes,"[39.49130727665864, -0.39397821897276647]",pills
19,24141,ASOCIACIÓN DE JÓVENES MUSULMANES DE VALENCIA,726149.372,4374739.006,9503,6870,8,963603330.0,"{""coordinates"": [-0.3701736711013342, 39.49254351039561], ""type"": ""Point""}","39.49254351039561, -0.3701736711013342",migrantes,"[39.49254351039561, -0.3701736711013342]",pills
20,24142,CEAR - COMISIÓN DE AYUDA AL REFUGIADO - PV,723907.29,4372471.575,3405,31320,21,963162477.0,"{""coordinates"": [-0.39698230448393673, 39.472720324213604], ""type"": ""Point""}","39.472720324213604, -0.39698230448393673",migrantes,"[39.472720324213604, -0.39698230448393673]",pills
21,24146,ASOCIACIÓN DE INMIGRANTES SENEGALESES-AIS,725682.363,4371668.901,1423,70800,3,619315202.0,"{""coordinates"": [-0.3766380376698695, 39.46503171751333], ""type"": ""Point""}","39.46503171751333, -0.3766380376698695",migrantes,"[39.46503171751333, -0.3766380376698695]",pills
22,24186,ASODIVAL. ASOCIACIÓN PARA EL DESARROLLO SOCIAL E INTERCULTURAL EN LA COMUNIDAD VALENCIANA,725267.984,4371803.072,9534,69330,114,615588747.0,"{""coordinates"": [-0.38140481988623715, 39.466347942808454], ""type"": ""Point""}","39.466347942808454, -0.38140481988623715",migrantes,"[39.466347942808454, -0.38140481988623715]",pills
24,24214,CENTRO DE INFORMACIÓN Y ASESORAMIENTO SOCIOLABORAL PARA INMIGRANTES (CIASI),726836.199,4372654.941,3408,6810,7,663228528.0,"{""coordinates"": [-0.36290373217881927, 39.47360389339694], ""type"": ""Point""}","39.47360389339694, -0.36290373217881927",migrantes,"[39.47360389339694, -0.36290373217881927]",pills
25,24215,AROVA. ASOCIACIÓN RUMANA DE VALENCIA,724888.744,4374320.21,9483,31380,7,963296608.0,"{""coordinates"": [-0.38496011011376813, 39.48910439045573], ""type"": ""Point""}","39.48910439045573, -0.38496011011376813",migrantes,"[39.48910439045573, -0.38496011011376813]",pills
26,24217,CÁRITAS DIOCESANA DE VALENCIA,725710.023,4373114.614,3477,18600,5,963919205.0,"{""coordinates"": [-0.37582768284585183, 39.47803755423808], ""type"": ""Point""}","39.47803755423808, -0.37582768284585183","['migrantes', 'mujer', 'sin_hogar', 'toda_poblacion']","[39.47803755423808, -0.37582768284585183]",pills
27,24222,AMNISTÍA INTERNACIONAL-GRUPO LOCAL DE VALENCIA,725115.779,4372641.636,1328,15210,14,963913984.0,"{""coordinates"": [-0.382889417363522, 39.473935845697554], ""type"": ""Point""}","39.473935845697554, -0.382889417363522",migrantes,"[39.473935845697554, -0.382889417363522]",pills
28,24300,CASA DE CHILE EN VALENCIA,725260.17,4372605.808,9558,58140,17,641340132.0,"{""coordinates"": [-0.38122452535695417, 39.47357557177453], ""type"": ""Point""}","39.47357557177453, -0.38122452535695417",migrantes,"[39.47357557177453, -0.38122452535695417]",pills
29,24344,ASOCIACIÓN MÉXICO EN VALENCIA,725790.22,4374183.869,9743,47400,16,689444593.0,"{""coordinates"": [-0.3745340985314136, 39.48764101721526], ""type"": ""Point""}","39.48764101721526, -0.3745340985314136",migrantes,"[39.48764101721526, -0.3745340985314136]",pills
30,24390,EMCAT.EMPRESA COMUNITARIA ASOCIATIVA DE TRABAJO SOLIDARIO DE ESPAÑA,724748.372,4368945.289,9609,39180,29,963570778.0,"{""coordinates"": [-0.38840101743778754, 39.440760079591136], ""type"": ""Point""}","39.440760079591136, -0.38840101743778754",migrantes,"[39.440760079591136, -0.38840101743778754]",pills
31,24394,PROYECTO ÁFRICA,724884.21,4372455.624,5394,40020,22,963914569.0,"{""coordinates"": [-0.3856416322301574, 39.47232204904212], ""type"": ""Point""}","39.47232204904212, -0.3856416322301574",migrantes,"[39.47232204904212, -0.3856416322301574]",pills
32,24463,CASA ARGENTINA EN VALENCIA JOSE DE SAN MARTIN,725108.682,4373025.655,10184,23880,9,692977147.0,"{""coordinates"": [-0.3828422326066951, 39.47739433326172], ""type"": ""Point""}","39.47739433326172, -0.3828422326066951",migrantes,"[39.47739433326172, -0.3828422326066951]",pills
33,21922,NOURDINE. ASOCIACIÓN CULTURAL LA PAZ,725687.281,4368057.69,10021,40680,5,605498205.0,"{""coordinates"": [-0.3778012484247862, 39.432525199033], ""type"": ""Point""}","39.432525199033, -0.3778012484247862",migrantes,"[39.432525199033, -0.3778012484247862]",pills
34,21962,IGLESIA DEL EVANGELIO CUADRANGULAR,724196.809,4372116.945,9647,59940,16,610959631.0,"{""coordinates"": [-0.39373896600417574, 39.46945283281344], ""type"": ""Point""}","39.46945283281344, -0.39373896600417574",migrantes,"[39.46945283281344, -0.39373896600417574]",pills
35,21997,INSTITUCIÓN VILLA TERESITA,725222.99,4372600.72,9650,8340,S/N,963926284.0,"{""coordinates"": [-0.3816580944520649, 39.47353953353774], ""type"": ""Point""}","39.47353953353774, -0.3816580944520649","['migrantes', 'mujer', 'toda_poblacion']","[39.47353953353774, -0.3816580944520649]",pills
36,22016,FEDERACIÓN DE ASOCIACIONES DE UCRANIANOS EN ESPAÑA Y ASOCIACIÓN U-ARMONÍA DE VALENCIA,727333.587,4374451.294,9616,81314,5,668582161.0,"{""coordinates"": [-0.3565146252919372, 39.489641635017385], ""type"": ""Point""}","39.489641635017385, -0.3565146252919372",migrantes,"[39.489641635017385, -0.3565146252919372]",pills
37,23446,ASOCIACIÓN DE MUJERES L'ORONETA BLANCA,728188.86,4372039.21,9727,56970,20,644194321.0,"{""coordinates"": [-0.34734599984310927, 39.467681999879545], ""type"": ""Point""}","39.467681999879545, -0.34734599984310927",migrantes,"[39.467681999879545, -0.34734599984310927]",user-injured
38,23497,ADIIN. ASOCIAICÓN DE AYUDA AL DESARROLLO INTEGRAL DEL INMIGRANTE,729679.587,4371654.495,10113,54660,12,963308720.0,"{""coordinates"": [-0.33022561113550075, 39.46384497740591], ""type"": ""Point""}","39.46384497740591, -0.33022561113550075",migrantes,"[39.46384497740591, -0.33022561113550075]",user-injured
39,23527,HOGAR DE MUJERES EN SITUACIÓN DE RIESGO,726155.37,4372668.34,5444,0,20,963523086.0,"{""coordinates"": [-0.37080637724277565, 39.473903667690124], ""type"": ""Point""}","39.473903667690124, -0.37080637724277565","['migrantes', 'mujer']","[39.473903667690124, -0.37080637724277565]",user-injured
40,23530,PRIM. ASOCIACIÓN PARA LA PROTECCIÓN E INTEGRACIÓN DE LA MUJER,725388.057,4372172.52,9604,8790,48,963523912.0,"{""coordinates"": [-0.3798856164450737, 39.46964198646017], ""type"": ""Point""}","39.46964198646017, -0.3798856164450737","['migrantes', 'mujer']","[39.46964198646017, -0.3798856164450737]",user-injured
41,23540,ONG.CASA CAMERUN,725650.767,4374448.944,10175,26040,6,961570547.0,"{""coordinates"": [-0.3760643085247536, 39.49006358279495], ""type"": ""Point""}","39.49006358279495, -0.3760643085247536",migrantes,"[39.49006358279495, -0.3760643085247536]",user-injured
42,23779,EDATI. EQUIPO DE ATENCIÓN AL INMIGRANTE DE LA GUARDIA CIVIL,724649.66,4371368.378,9607,13140,4,963174660.0,"{""coordinates"": [-0.3887317633422108, 39.462596724975235], ""type"": ""Point""}","39.462596724975235, -0.3887317633422108",migrantes,"[39.462596724975235, -0.3887317633422108]",user-injured
43,23780,RELIGIOSAS DE MARÍA INMACULADA,725989.581,4372778.574,6725,74100,10,963915082.0,"{""coordinates"": [-0.3726945259101983, 39.474939446180954], ""type"": ""Point""}","39.474939446180954, -0.3726945259101983","['migrantes', 'mujer']","[39.474939446180954, -0.3726945259101983]",user-injured
44,23870,INTEGRA-2 MUNDO,723697.811,4372411.465,10168,12180,38,960151806.0,"{""coordinates"": [-0.39943539155952734, 39.47223372488175], ""type"": ""Point""}","39.47223372488175, -0.39943539155952734",migrantes,"[39.47223372488175, -0.39943539155952734]",user-injured
45,23884,ASOCIACIÓN MIRA ESPAÑA,,,9490,63090,101,650945738.0,"{""coordinates"": [-0.39179225561046616, 39.4328195266163], ""type"": ""Point""}","39.4328195266163, -0.39179225561046616",migrantes,"[39.4328195266163, -0.39179225561046616]",user-injured
46,23923,ASOCIACIÓN U-MANOS DE INTEGRACIÓN PARA EL DESARROLLO EDUCATIVO,729528.183,4369832.671,9733,53040,28,675260118.0,"{""coordinates"": [-0.33261005346409445, 39.44748736745618], ""type"": ""Point""}","39.44748736745618, -0.33261005346409445",migrantes,"[39.44748736745618, -0.33261005346409445]",user-injured
47,23952,ASOCIACIÓN CULTURAL PERUANA OLLANTAY DE VALENCIA,723783.213,4373909.225,1333,81278,1,963471529.0,"{""coordinates"": [-0.39794090272597155, 39.485693316534636], ""type"": ""Point""}","39.485693316534636, -0.39794090272597155",migrantes,"[39.485693316534636, -0.39794090272597155]",user-injured
48,24000,AVSA. ASOCIACIÓN VALENCIANA DE SOLIDARIDAD CON ÁFRICA,725260.17,4372605.808,9549,9510,10,611154705.0,"{""coordinates"": [-0.3955320000891597, 39.49524899998675], ""type"": ""Point""}","39.49524899998675, -0.3955320000891597",migrantes,"[39.49524899998675, -0.3955320000891597]",user-injured
49,24052,ASOCIACIÓN CASA CUBA COMUNIDAD VALENCIANA,725523.398,4372302.438,9740,81575,10,963521460.0,"{""coordinates"": [-0.3967920000659565, 39.487491000077995], ""type"": ""Point""}","39.487491000077995, -0.3967920000659565",migrantes,"[39.487491000077995, -0.3967920000659565]",user-injured
50,24057,"ASOCIACIÓN CULTURAL, SOCIAL Y EMPRESARIAL HISPANOAMERICANOS EN JÁVEA Y VALENCIA",723301.948,4370423.063,9739,81134,27,963581191.0,"{""coordinates"": [-0.40469832390124383, 39.454438174012544], ""type"": ""Point""}","39.454438174012544, -0.40469832390124383",migrantes,"[39.454438174012544, -0.40469832390124383]",user-injured
53,24136,ASOCIACIÓN  POR TI MUJER,727802.018,4373055.649,9507,2430,12,963476774.0,"{""coordinates"": [-0.3515499178242857, 39.476955567122424], ""type"": ""Point""}","39.476955567122424, -0.3515499178242857","['migrantes', 'mujer']","[39.476955567122424, -0.3515499178242857]",user-injured
54,24137,ASOCIACIÓN HINDÚ DE VALENCIA,724264.208,4373966.462,9724,49620,8,647950905.0,"{""coordinates"": [-0.3923342615545413, 39.48608326907123], ""type"": ""Point""}","39.48608326907123, -0.3923342615545413",migrantes,"[39.48608326907123, -0.3923342615545413]",user-injured
